2012-10-29,1006,0
2012-10-30,1006,0
2012-10-31,1006,0
2012-11-01,1006,0
2012-11-02,1006,0
2012-11-03,1006,1
2012-11-04,1006,0
2012-11-05,1006,1
2012-11-06,1006,0
2012-11-07,1006,1
2012-11-08,1006,0
2012-11-09,1006,0
2012-11-10,1006,1
2012-11-11,1006,0
2012-11-12,1006,0
2012-11-13,1006,0
2012-11-14,1006,0
2012-11-15,1006,0
2012-11-16,1006,2
2012-11-17,1006,0
2012-11-18,1006,2
2012-11-19,1006,2
2012-11-20,1006,2
2012-11-21,1006,3
2012-11-22,1006,1
2012-11-23,1006,0
2012-11-24,1006,0
2012-11-25,1006,0
2012-11-26,1006,0

